"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE","SPECIES","species_acronym_ncc","IndexId","coordinates_changed"
43,"1906","EVELYN CREEK","Stream","PKE",53.584285,-128.955548,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,44152,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-567300-72300-00000-0000-0000-000-000-000-000-000-000","915-685656-720043-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_44152",FALSE
44,"1043","FALLS RIVER","Stream","PKE",53.82492,-128.518086,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50327,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-659200-00000-00000-0000-0000-000-000-000-000-000-000","910-651168-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50327",FALSE
45,"1845","FIFER COVE CREEK","Stream","PKE",52.856172,-128.681349,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,43822,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-488300-08400-00000-0000-0000-000-000-000-000-000-000","915-620970-069823-008579-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_43822",FALSE
46,"2246","FISH CREEK","Stream","PKE",52.389762,-126.573965,"BCD","HStr","BCD+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,3142,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-290700-25935-00000-0000-0000-000-000-000-000-000-000","910-275583-265627-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_3142",FALSE
47,"1908","FISHTRAP BAY CREEK","Stream","PKE",53.55782,-129.021062,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,44162,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-567300-78100-00000-0000-0000-000-000-000-000-000-000","915-685656-780985-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_44162",FALSE
48,"1083","FOCH RIVER","Stream","PKE",53.832382,-129.092782,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,52427,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-704200-00000-00000-0000-0000-000-000-000-000-000-000","910-697624-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52427",FALSE
49,"985","FRENCHMAN CREEK","Stream","PKE",52.324414,-127.552636,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51857,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-364900-00000-00000-0000-0000-000-000-000-000-000-000","910-350027-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51857",FALSE
50,"942","GENESEE CREEK","Stream","PKE",51.665328,-126.670517,"RSI","HStr","RSI+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51637,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-128800-63100-00000-0000-0000-000-000-000-000-000-000","910-118506-624591-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51637",FALSE
51,"1082","GILTTOYEES CREEK","Stream","PKE",53.90056,-129.026727,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,52422,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-695400-00000-00000-0000-0000-000-000-000-000-000-000","910-688826-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52422",FALSE
52,"1028","GOAT RIVER","Stream","PKE",53.360762,-128.846704,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50252,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-565700-00000-00000-0000-0000-000-000-000-000-000-000","910-557977-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50252",FALSE
53,"1018","GREEN RIVER","Stream","PKE",52.996199,-128.378257,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51227,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-533000-00000-00000-0000-0000-000-000-000-000-000-000","910-524956-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51227",FALSE
54,"1799","GREEN RIVER","Stream","PKE",52.330521,-127.454151,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,43732,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-226500-54300-00000-0000-0000-000-000-000-000-000-000","915-564878-469721-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_43732",FALSE
55,"1904","GRIBBLE ISLAND CREEK","Stream","PKE",53.357328,-129.138339,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,44142,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-566500-08500-00000-0000-0000-000-000-000-000-000-000","915-679587-283525-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_44142",FALSE
56,"3553","HAWKSBURY ISLAND CREEK","Stream","PKE",53.492476,-129.102889,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,3065,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-567300-86300-00000-0000-0000-000-000-000-000-000-000","915-685656-863549-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_3065",FALSE
58,"1054","HIRSCH CREEK","Stream","PKE",54.090238,-128.642466,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50382,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-673500-11700-00000-0000-0000-000-000-000-000-000-000","910-665062-130766-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50382",FALSE
60,"1037","HOTSPRING CREEK","Stream","PKE",53.449455,-128.553045,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50297,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-637900-00000-00000-0000-0000-000-000-000-000-000-000","910-629534-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50297",FALSE
61,"1041","HUGH CREEK","Stream","PKE",53.726696,-128.776505,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50317,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-650400-00000-00000-0000-0000-000-000-000-000-000-000","910-642305-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50317",FALSE
62,"1068","HUMPHRYS CREEK","Stream","PKE",54.183229,-128.572427,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50452,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-673500-28200-00000-0000-0000-000-000-000-000-000-000","910-665062-280395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50452",FALSE
63,"944","INZIANA RIVER","Stream","PKE",51.830777,-126.682043,"RSI","HStr","RSI+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51647,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-128800-97500-00000-0000-0000-000-000-000-000-000-000","910-118506-969715-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51647",FALSE
64,"1833","JAMES BAY CREEK","Stream","PKE",52.718833,-128.224111,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,42762,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-488000-78700-00000-0000-0000-000-000-000-000-000-000","915-619063-789911-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_42762",FALSE
65,"1798","JENNY BAY CREEKS","Stream Aggregate","PKE",52.225501,-127.598108,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,43727,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","","","Pink","PKE","PKE_43727",TRUE
66,"3555","JENNY BAY EAST CREEK","Stream","PKE",52.234355,-127.594214,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,3449,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","03-NOV-11","915-226500-46300-00000-0000-0000-000-000-000-000-000-000","915-564878-390318-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_3449",FALSE
67,"2693","JENNY BAY SOUTH CREEK","Stream","PKE",52.22403,-127.598389,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,3451,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","03-NOV-11","915-226500-45700-00000-0000-0000-000-000-000-000-000-000","915-564878-384585-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_3451",FALSE
68,"2692","JENNY BAY WEST CREEK","Stream","PKE",52.228497,-127.602935,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,3453,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","03-NOV-11","915-226500-45400-00000-0000-0000-000-000-000-000-000-000","915-564878-382087-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_3453",FALSE
69,"1010","KAINET CREEK","Stream","PKE",52.756447,-127.877191,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51982,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-500000-00000-00000-0000-0000-000-000-000-000-000-000","910-490960-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51982",FALSE
70,"1034","KEMANO RIVER","Stream","PKE",53.483939,-128.124811,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50282,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-627400-00000-00000-0000-0000-000-000-000-000-000-000","910-618922-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50282",FALSE
71,"1021","KHUTZE RIVER","Stream","PKE",53.085244,-128.412169,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51242,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-545100-00000-00000-0000-0000-000-000-000-000-000-000","910-537261-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51242",FALSE
72,"1084","KIHESS CREEK","Stream","PKE",53.66104,-129.1949,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,52432,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-711600-00000-00000-0000-0000-000-000-000-000-000-000","910-704836-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52432",FALSE
73,"947","KILBELLA RIVER","Stream","PKE",51.719176,-127.347948,"RSI","HStr","RSI+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51662,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-130900-00000-00000-0000-0000-000-000-000-000-000-000","910-121016-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51662",FALSE
74,"1044","KILDALA RIVER","Stream","PKE",53.821983,-128.491425,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50332,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-659800-00000-00000-0000-0000-000-000-000-000-000-000","910-651837-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50332",FALSE
75,"1030","KILTUISH RIVER","Stream","PKE",53.32186,-128.466639,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50262,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-593300-00000-00000-0000-0000-000-000-000-000-000-000","910-586176-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50262",FALSE
76,"977","KIMSQUIT RIVER","Stream","PKE",52.883145,-127.077411,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51817,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-322400-00000-00000-0000-0000-000-000-000-000-000-000","910-306442-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51817",FALSE
77,"1050","KITIMAT RIVER","Stream","PKE",54.010894,-128.662291,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50362,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-673500-00000-00000-0000-0000-000-000-000-000-000-000","910-665062-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50362",FALSE
78,"1085","KITKIATA CREEK","Stream","PKE",53.638553,-129.27232,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,52437,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-713300-00000-00000-0000-0000-000-000-000-000-000-000","910-706547-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52437",FALSE
79,"7990614","KITLOPE RIVER","Stream","PKE",53.238659,-127.871663,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50272,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-617600-00000-00000-0000-0000-000-000-000-000-000-000","910-609623-008239-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50272",FALSE
80,"1026","KLEKANE RIVER","Stream","PKE",53.246371,-128.68611,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50242,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-556700-00000-00000-0000-0000-000-000-000-000-000-000","910-549050-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50242",FALSE
81,"1013","KORICH CREEK","Stream","PKE",52.832102,-128.123243,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51997,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-508100-00000-00000-0000-0000-000-000-000-000-000-000","910-499232-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51997",FALSE
82,"1031","KOWESAS RIVER","Stream","PKE",53.336853,-128.123081,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50267,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-608300-00000-00000-0000-0000-000-000-000-000-000-000","910-601431-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50267",FALSE
83,"962","KWATNA RIVER","Stream","PKE",52.111876,-127.386119,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51737,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-246500-00000-00000-0000-0000-000-000-000-000-000-000","910-231256-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51737",FALSE
84,"1009","LARD CREEK","Stream","PKE",52.735384,-127.825586,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51977,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-498900-00000-00000-0000-0000-000-000-000-000-000-000","910-489610-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51977",FALSE
85,"992","LEE CREEK","Stream","PKE",52.512951,-127.832029,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51892,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-400500-00000-00000-0000-0000-000-000-000-000-000-000","910-386884-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51892",FALSE
86,"1909","LITTLE TILLHORN CREEK","Stream","PKE",53.551744,-129.168316,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,44167,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-567300-16200-00000-0000-0000-000-000-000-000-000-000","915-685656-161002-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_44167",FALSE
87,"1057","LITTLE WEDEENE RIVER","Stream","PKE",54.121766,-128.618587,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50397,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-673500-17000-00000-0000-0000-000-000-000-000-000-000","910-665062-182901-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50397",FALSE
