"","Yr","Area","River","Escapement","Returns","Recruits","Expl","Survival","EO","Popn","Population"
"5294",2007,12,"SUTHERLAND RIVER",NA,NA,NA,0.02,NA,"O","155","SUTHERLAND RIVER O"
"5295",2008,12,"SUTHERLAND RIVER",NA,NA,NA,0.03,NA,"E","156","SUTHERLAND RIVER E"
"5296",2009,12,"SUTHERLAND RIVER",NA,NA,NA,0.06,NA,"O","155","SUTHERLAND RIVER O"
"5297",2010,12,"SUTHERLAND RIVER",NA,NA,NA,0.11,NA,"E","156","SUTHERLAND RIVER E"
"5298",2011,12,"SUTHERLAND RIVER",NA,NA,NA,0.32,NA,"O","155","SUTHERLAND RIVER O"
"5299",2012,12,"SUTHERLAND RIVER",NA,NA,NA,0.01,NA,"E","156","SUTHERLAND RIVER E"
"5300",2013,12,"SUTHERLAND RIVER",NA,NA,NA,0.07,NA,"O","155","SUTHERLAND RIVER O"
"5301",2014,12,"SUTHERLAND RIVER",NA,NA,NA,0.09,NA,"E","156","SUTHERLAND RIVER E"
"5302",2015,12,"SUTHERLAND RIVER",NA,NA,NA,0.01,NA,"O","155","SUTHERLAND RIVER O"
"5303",2016,12,"SUTHERLAND RIVER",NA,NA,NA,0.01,NA,"E","156","SUTHERLAND RIVER E"
"5304",2017,12,"SUTHERLAND RIVER",NA,NA,NA,NA,NA,"O","155","SUTHERLAND RIVER O"
"5305",1950,12,"TANCRED CREEK",NA,NA,NA,NA,NA,"E","158","TANCRED CREEK E"
"5306",1951,12,"TANCRED CREEK",NA,NA,NA,NA,NA,"O","157","TANCRED CREEK O"
"5307",1952,12,"TANCRED CREEK",NA,NA,NA,NA,NA,"E","158","TANCRED CREEK E"
"5308",1953,12,"TANCRED CREEK",NA,NA,NA,NA,NA,"O","157","TANCRED CREEK O"
"5309",1954,12,"TANCRED CREEK",NA,NA,NA,0.28,NA,"E","158","TANCRED CREEK E"
"5310",1955,12,"TANCRED CREEK",NA,NA,NA,NA,NA,"O","157","TANCRED CREEK O"
"5311",1956,12,"TANCRED CREEK",NA,NA,NA,0.55,NA,"E","158","TANCRED CREEK E"
"5312",1957,12,"TANCRED CREEK",NA,NA,NA,NA,NA,"O","157","TANCRED CREEK O"
"5313",1958,12,"TANCRED CREEK",NA,NA,NA,0.62,NA,"E","158","TANCRED CREEK E"
"5314",1959,12,"TANCRED CREEK",NA,NA,NA,0.58,NA,"O","157","TANCRED CREEK O"
"5315",1960,12,"TANCRED CREEK",NA,NA,NA,0.59,NA,"E","158","TANCRED CREEK E"
"5316",1961,12,"TANCRED CREEK",NA,NA,NA,0.6,NA,"O","157","TANCRED CREEK O"
"5317",1962,12,"TANCRED CREEK",NA,NA,NA,0.51,NA,"E","158","TANCRED CREEK E"
"5318",1963,12,"TANCRED CREEK",NA,NA,NA,0.51,NA,"O","157","TANCRED CREEK O"
"5319",1964,12,"TANCRED CREEK",NA,NA,NA,0.57,NA,"E","158","TANCRED CREEK E"
"5320",1965,12,"TANCRED CREEK",NA,NA,NA,0.38,NA,"O","157","TANCRED CREEK O"
"5321",1966,12,"TANCRED CREEK",NA,NA,NA,0.72,NA,"E","158","TANCRED CREEK E"
"5322",1967,12,"TANCRED CREEK",NA,NA,NA,0.66,NA,"O","157","TANCRED CREEK O"
"5323",1968,12,"TANCRED CREEK",NA,NA,NA,0.71,NA,"E","158","TANCRED CREEK E"
"5324",1969,12,"TANCRED CREEK",NA,NA,NA,0.33,NA,"O","157","TANCRED CREEK O"
"5325",1970,12,"TANCRED CREEK",NA,NA,NA,0.67,NA,"E","158","TANCRED CREEK E"
"5326",1971,12,"TANCRED CREEK",NA,NA,NA,0.39,NA,"O","157","TANCRED CREEK O"
"5327",1972,12,"TANCRED CREEK",NA,NA,NA,0.51,NA,"E","158","TANCRED CREEK E"
"5328",1973,12,"TANCRED CREEK",NA,NA,NA,0.45,NA,"O","157","TANCRED CREEK O"
"5329",1974,12,"TANCRED CREEK",NA,NA,NA,0.57,NA,"E","158","TANCRED CREEK E"
"5330",1975,12,"TANCRED CREEK",NA,NA,NA,0.3,NA,"O","157","TANCRED CREEK O"
"5331",1976,12,"TANCRED CREEK",NA,NA,NA,0.69,NA,"E","158","TANCRED CREEK E"
"5332",1977,12,"TANCRED CREEK",NA,NA,NA,0.59,NA,"O","157","TANCRED CREEK O"
"5333",1978,12,"TANCRED CREEK",NA,NA,NA,0.54,NA,"E","158","TANCRED CREEK E"
"5334",1979,12,"TANCRED CREEK",NA,NA,NA,0.57,NA,"O","157","TANCRED CREEK O"
"5335",1980,12,"TANCRED CREEK",NA,NA,NA,0.45,NA,"E","158","TANCRED CREEK E"
"5336",1981,12,"TANCRED CREEK",NA,NA,NA,0.42,NA,"O","157","TANCRED CREEK O"
"5337",1982,12,"TANCRED CREEK",NA,NA,NA,0.25,NA,"E","158","TANCRED CREEK E"
"5338",1983,12,"TANCRED CREEK",NA,NA,NA,0.43,NA,"O","157","TANCRED CREEK O"
"5339",1984,12,"TANCRED CREEK",NA,NA,33.7837837837838,0.38,NA,"E","158","TANCRED CREEK E"
"5340",1985,12,"TANCRED CREEK",NA,NA,NA,0.5,NA,"O","157","TANCRED CREEK O"
"5341",1986,12,"TANCRED CREEK",25,33.7837837837838,NA,0.26,NA,"E","158","TANCRED CREEK E"
"5342",1987,12,"TANCRED CREEK",NA,NA,NA,0.44,NA,"O","157","TANCRED CREEK O"
"5343",1988,12,"TANCRED CREEK",NA,NA,NA,0.26,NA,"E","158","TANCRED CREEK E"
"5344",1989,12,"TANCRED CREEK",NA,NA,NA,0.68,NA,"O","157","TANCRED CREEK O"
"5345",1990,12,"TANCRED CREEK",NA,NA,NA,0.11,NA,"E","158","TANCRED CREEK E"
"5346",1991,12,"TANCRED CREEK",NA,NA,NA,0.48,NA,"O","157","TANCRED CREEK O"
"5347",1992,12,"TANCRED CREEK",NA,NA,NA,0.27,NA,"E","158","TANCRED CREEK E"
"5348",1993,12,"TANCRED CREEK",NA,NA,NA,0.46,NA,"O","157","TANCRED CREEK O"
"5349",1994,12,"TANCRED CREEK",NA,NA,NA,0.14,NA,"E","158","TANCRED CREEK E"
"5350",1995,12,"TANCRED CREEK",NA,NA,NA,0.46,NA,"O","157","TANCRED CREEK O"
"5351",1996,12,"TANCRED CREEK",NA,NA,NA,0.03,NA,"E","158","TANCRED CREEK E"
"5352",1997,12,"TANCRED CREEK",NA,NA,NA,0.35,NA,"O","157","TANCRED CREEK O"
"5353",1998,12,"TANCRED CREEK",NA,NA,NA,0.05,NA,"E","158","TANCRED CREEK E"
"5354",1999,12,"TANCRED CREEK",NA,NA,NA,0.01,NA,"O","157","TANCRED CREEK O"
"5355",2000,12,"TANCRED CREEK",NA,NA,NA,0.09,NA,"E","158","TANCRED CREEK E"
"5356",2001,12,"TANCRED CREEK",NA,NA,NA,0.07,NA,"O","157","TANCRED CREEK O"
"5357",2002,12,"TANCRED CREEK",NA,NA,NA,0.12,NA,"E","158","TANCRED CREEK E"
"5358",2003,12,"TANCRED CREEK",NA,NA,NA,0.21,NA,"O","157","TANCRED CREEK O"
"5359",2004,12,"TANCRED CREEK",NA,NA,NA,0.06,NA,"E","158","TANCRED CREEK E"
"5360",2005,12,"TANCRED CREEK",NA,NA,NA,0.05,NA,"O","157","TANCRED CREEK O"
"5361",2006,12,"TANCRED CREEK",NA,NA,NA,0.08,NA,"E","158","TANCRED CREEK E"
"5362",2007,12,"TANCRED CREEK",NA,NA,NA,0.02,NA,"O","157","TANCRED CREEK O"
"5363",2008,12,"TANCRED CREEK",NA,NA,NA,0.03,NA,"E","158","TANCRED CREEK E"
"5364",2009,12,"TANCRED CREEK",NA,NA,NA,0.06,NA,"O","157","TANCRED CREEK O"
"5365",2010,12,"TANCRED CREEK",NA,NA,NA,0.11,NA,"E","158","TANCRED CREEK E"
"5366",2011,12,"TANCRED CREEK",NA,NA,NA,0.32,NA,"O","157","TANCRED CREEK O"
"5367",2012,12,"TANCRED CREEK",NA,NA,NA,0.01,NA,"E","158","TANCRED CREEK E"
"5368",2013,12,"TANCRED CREEK",NA,NA,NA,0.07,NA,"O","157","TANCRED CREEK O"
"5369",2014,12,"TANCRED CREEK",NA,NA,NA,0.09,NA,"E","158","TANCRED CREEK E"
"5370",2015,12,"TANCRED CREEK",NA,NA,NA,0.01,NA,"O","157","TANCRED CREEK O"
"5371",2016,12,"TANCRED CREEK",NA,NA,NA,0.01,NA,"E","158","TANCRED CREEK E"
"5372",2017,12,"TANCRED CREEK",NA,NA,NA,NA,NA,"O","157","TANCRED CREEK O"
"5373",1950,12,"THIEMER CREEK",NA,NA,NA,NA,NA,"E","160","THIEMER CREEK E"
"5374",1951,12,"THIEMER CREEK",NA,NA,NA,NA,NA,"O","159","THIEMER CREEK O"
"5375",1952,12,"THIEMER CREEK",NA,NA,NA,NA,NA,"E","160","THIEMER CREEK E"
"5376",1953,12,"THIEMER CREEK",NA,NA,NA,NA,NA,"O","159","THIEMER CREEK O"
"5377",1954,12,"THIEMER CREEK",NA,NA,NA,0.28,NA,"E","160","THIEMER CREEK E"
"5378",1955,12,"THIEMER CREEK",NA,NA,NA,NA,NA,"O","159","THIEMER CREEK O"
"5379",1956,12,"THIEMER CREEK",NA,NA,NA,0.55,NA,"E","160","THIEMER CREEK E"
"5380",1957,12,"THIEMER CREEK",NA,NA,NA,NA,NA,"O","159","THIEMER CREEK O"
"5381",1958,12,"THIEMER CREEK",NA,NA,NA,0.62,NA,"E","160","THIEMER CREEK E"
"5382",1959,12,"THIEMER CREEK",NA,NA,NA,0.58,NA,"O","159","THIEMER CREEK O"
"5383",1960,12,"THIEMER CREEK",NA,NA,NA,0.59,NA,"E","160","THIEMER CREEK E"
"5384",1961,12,"THIEMER CREEK",NA,NA,NA,0.6,NA,"O","159","THIEMER CREEK O"
"5385",1962,12,"THIEMER CREEK",NA,NA,174.418604651163,0.51,NA,"E","160","THIEMER CREEK E"
"5386",1963,12,"THIEMER CREEK",NA,NA,NA,0.51,NA,"O","159","THIEMER CREEK O"
"5387",1964,12,"THIEMER CREEK",75,174.418604651163,89.2857142857143,0.57,0.174353387144778,"E","160","THIEMER CREEK E"
"5388",1965,12,"THIEMER CREEK",NA,NA,NA,0.38,NA,"O","159","THIEMER CREEK O"
"5389",1966,12,"THIEMER CREEK",25,89.2857142857143,NA,0.72,NA,"E","160","THIEMER CREEK E"
"5390",1967,12,"THIEMER CREEK",NA,NA,NA,0.66,NA,"O","159","THIEMER CREEK O"
"5391",1968,12,"THIEMER CREEK",NA,NA,NA,0.71,NA,"E","160","THIEMER CREEK E"
"5392",1969,12,"THIEMER CREEK",NA,NA,NA,0.33,NA,"O","159","THIEMER CREEK O"
"5393",1970,12,"THIEMER CREEK",NA,NA,NA,0.67,NA,"E","160","THIEMER CREEK E"
"5394",1971,12,"THIEMER CREEK",NA,NA,NA,0.39,NA,"O","159","THIEMER CREEK O"
"5395",1972,12,"THIEMER CREEK",NA,NA,NA,0.51,NA,"E","160","THIEMER CREEK E"
"5396",1973,12,"THIEMER CREEK",NA,NA,NA,0.45,NA,"O","159","THIEMER CREEK O"
"5397",1974,12,"THIEMER CREEK",NA,NA,NA,0.57,NA,"E","160","THIEMER CREEK E"
"5398",1975,12,"THIEMER CREEK",NA,NA,NA,0.3,NA,"O","159","THIEMER CREEK O"
"5399",1976,12,"THIEMER CREEK",NA,NA,NA,0.69,NA,"E","160","THIEMER CREEK E"
"5400",1977,12,"THIEMER CREEK",NA,NA,NA,0.59,NA,"O","159","THIEMER CREEK O"
"5401",1978,12,"THIEMER CREEK",NA,NA,NA,0.54,NA,"E","160","THIEMER CREEK E"
"5402",1979,12,"THIEMER CREEK",NA,NA,NA,0.57,NA,"O","159","THIEMER CREEK O"
"5403",1980,12,"THIEMER CREEK",NA,NA,NA,0.45,NA,"E","160","THIEMER CREEK E"
"5404",1981,12,"THIEMER CREEK",NA,NA,NA,0.42,NA,"O","159","THIEMER CREEK O"
"5405",1982,12,"THIEMER CREEK",NA,NA,NA,0.25,NA,"E","160","THIEMER CREEK E"
"5406",1983,12,"THIEMER CREEK",NA,NA,NA,0.43,NA,"O","159","THIEMER CREEK O"
"5407",1984,12,"THIEMER CREEK",NA,NA,NA,0.38,NA,"E","160","THIEMER CREEK E"
"5408",1985,12,"THIEMER CREEK",NA,NA,NA,0.5,NA,"O","159","THIEMER CREEK O"
"5409",1986,12,"THIEMER CREEK",NA,NA,NA,0.26,NA,"E","160","THIEMER CREEK E"
"5410",1987,12,"THIEMER CREEK",NA,NA,NA,0.44,NA,"O","159","THIEMER CREEK O"
"5411",1988,12,"THIEMER CREEK",NA,NA,NA,0.26,NA,"E","160","THIEMER CREEK E"
"5412",1989,12,"THIEMER CREEK",NA,NA,NA,0.68,NA,"O","159","THIEMER CREEK O"
"5413",1990,12,"THIEMER CREEK",NA,NA,NA,0.11,NA,"E","160","THIEMER CREEK E"
"5414",1991,12,"THIEMER CREEK",NA,NA,NA,0.48,NA,"O","159","THIEMER CREEK O"
"5415",1992,12,"THIEMER CREEK",NA,NA,NA,0.27,NA,"E","160","THIEMER CREEK E"
"5416",1993,12,"THIEMER CREEK",NA,NA,NA,0.46,NA,"O","159","THIEMER CREEK O"
"5417",1994,12,"THIEMER CREEK",NA,NA,NA,0.14,NA,"E","160","THIEMER CREEK E"
"5418",1995,12,"THIEMER CREEK",NA,NA,NA,0.46,NA,"O","159","THIEMER CREEK O"
"5419",1996,12,"THIEMER CREEK",NA,NA,NA,0.03,NA,"E","160","THIEMER CREEK E"
"5420",1997,12,"THIEMER CREEK",NA,NA,NA,0.35,NA,"O","159","THIEMER CREEK O"
"5421",1998,12,"THIEMER CREEK",NA,NA,NA,0.05,NA,"E","160","THIEMER CREEK E"
"5422",1999,12,"THIEMER CREEK",NA,NA,NA,0.01,NA,"O","159","THIEMER CREEK O"
"5423",2000,12,"THIEMER CREEK",NA,NA,NA,0.09,NA,"E","160","THIEMER CREEK E"
"5424",2001,12,"THIEMER CREEK",NA,NA,NA,0.07,NA,"O","159","THIEMER CREEK O"
"5425",2002,12,"THIEMER CREEK",NA,NA,NA,0.12,NA,"E","160","THIEMER CREEK E"
"5426",2003,12,"THIEMER CREEK",NA,NA,NA,0.21,NA,"O","159","THIEMER CREEK O"
"5427",2004,12,"THIEMER CREEK",NA,NA,NA,0.06,NA,"E","160","THIEMER CREEK E"
"5428",2005,12,"THIEMER CREEK",NA,NA,NA,0.05,NA,"O","159","THIEMER CREEK O"
"5429",2006,12,"THIEMER CREEK",NA,NA,NA,0.08,NA,"E","160","THIEMER CREEK E"
"5430",2007,12,"THIEMER CREEK",NA,NA,NA,0.02,NA,"O","159","THIEMER CREEK O"
"5431",2008,12,"THIEMER CREEK",NA,NA,NA,0.03,NA,"E","160","THIEMER CREEK E"
"5432",2009,12,"THIEMER CREEK",NA,NA,NA,0.06,NA,"O","159","THIEMER CREEK O"
"5433",2010,12,"THIEMER CREEK",NA,NA,NA,0.11,NA,"E","160","THIEMER CREEK E"
"5434",2011,12,"THIEMER CREEK",NA,NA,NA,0.32,NA,"O","159","THIEMER CREEK O"
"5435",2012,12,"THIEMER CREEK",NA,NA,NA,0.01,NA,"E","160","THIEMER CREEK E"
"5436",2013,12,"THIEMER CREEK",NA,NA,NA,0.07,NA,"O","159","THIEMER CREEK O"
"5437",2014,12,"THIEMER CREEK",NA,NA,NA,0.09,NA,"E","160","THIEMER CREEK E"
"5438",2015,12,"THIEMER CREEK",NA,NA,NA,0.01,NA,"O","159","THIEMER CREEK O"
"5439",2016,12,"THIEMER CREEK",NA,NA,NA,0.01,NA,"E","160","THIEMER CREEK E"
"5440",2017,12,"THIEMER CREEK",NA,NA,NA,NA,NA,"O","159","THIEMER CREEK O"
"5441",1950,12,"TSITIKA RIVER",NA,NA,NA,NA,NA,"E","162","TSITIKA RIVER E"
"5442",1951,12,"TSITIKA RIVER",NA,NA,NA,NA,NA,"O","161","TSITIKA RIVER O"
"5443",1952,12,"TSITIKA RIVER",NA,NA,20833.3333333333,NA,NA,"E","162","TSITIKA RIVER E"
"5444",1953,12,"TSITIKA RIVER",7500,NA,NA,NA,NA,"O","161","TSITIKA RIVER O"
"5445",1954,12,"TSITIKA RIVER",15000,20833.3333333333,33333.3333333333,0.28,0.798507696217772,"E","162","TSITIKA RIVER E"
"5446",1955,12,"TSITIKA RIVER",7500,NA,NA,NA,NA,"O","161","TSITIKA RIVER O"
"5447",1956,12,"TSITIKA RIVER",15000,33333.3333333333,39473.6842105263,0.55,0.967584026261705,"E","162","TSITIKA RIVER E"
"5448",1957,12,"TSITIKA RIVER",30000,NA,17857.1428571429,NA,-0.518793793415168,"O","161","TSITIKA RIVER O"
"5449",1958,12,"TSITIKA RIVER",15000,39473.6842105263,487.80487804878,0.62,-3.42588999425253,"E","162","TSITIKA RIVER E"
"5450",1959,12,"TSITIKA RIVER",7500,17857.1428571429,1875,0.58,-1.38629436111989,"O","161","TSITIKA RIVER O"
"5451",1960,12,"TSITIKA RIVER",200,487.80487804878,408.163265306122,0.59,0.713349887877465,"E","162","TSITIKA RIVER E"
"5452",1961,12,"TSITIKA RIVER",750,1875,7142.85714285714,0.6,2.25379492882461,"O","161","TSITIKA RIVER O"
"5453",1962,12,"TSITIKA RIVER",200,408.163265306122,930.232558139535,0.51,1.53711725085447,"E","162","TSITIKA RIVER E"
"5454",1963,12,"TSITIKA RIVER",3500,7142.85714285714,5645.16129032258,0.51,0.478035800943,"O","161","TSITIKA RIVER O"
"5455",1964,12,"TSITIKA RIVER",400,930.232558139535,267.857142857143,0.57,-0.401010757758784,"E","162","TSITIKA RIVER E"
"5456",1965,12,"TSITIKA RIVER",3500,5645.16129032258,NA,0.38,NA,"O","161","TSITIKA RIVER O"
"5457",1966,12,"TSITIKA RIVER",75,267.857142857143,2586.20689655172,0.72,3.54045944899566,"E","162","TSITIKA RIVER E"
"5458",1967,12,"TSITIKA RIVER",NA,NA,298.507462686567,0.66,NA,"O","161","TSITIKA RIVER O"
"5459",1968,12,"TSITIKA RIVER",750,2586.20689655172,75.7575757575758,0.71,-2.29253475714054,"E","162","TSITIKA RIVER E"
"5460",1969,12,"TSITIKA RIVER",200,298.507462686567,12295.0819672131,0.33,4.11863725479115,"O","161","TSITIKA RIVER O"
"5461",1970,12,"TSITIKA RIVER",25,75.7575757575758,1530.61224489796,0.67,4.11454726953962,"E","162","TSITIKA RIVER E"
"5462",1971,12,"TSITIKA RIVER",7500,12295.0819672131,7272.72727272727,0.39,-0.0307716586667538,"O","161","TSITIKA RIVER O"
"5463",1972,12,"TSITIKA RIVER",750,1530.61224489796,11627.9069767442,0.51,2.74109005518041,"E","162","TSITIKA RIVER E"
"5464",1973,12,"TSITIKA RIVER",4000,7272.72727272727,2857.14285714286,0.45,-0.336472236621213,"O","161","TSITIKA RIVER O"
"5465",1974,12,"TSITIKA RIVER",5000,11627.9069767442,12903.2258064516,0.57,0.948039430188735,"E","162","TSITIKA RIVER E"
"5466",1975,12,"TSITIKA RIVER",2000,2857.14285714286,487.80487804878,0.3,-1.41098697371026,"O","161","TSITIKA RIVER O"
"5467",1976,12,"TSITIKA RIVER",4000,12903.2258064516,1739.13043478261,0.69,-0.832909122935104,"E","162","TSITIKA RIVER E"
"5468",1977,12,"TSITIKA RIVER",200,487.80487804878,232.558139534884,0.59,0.150822889734583,"O","161","TSITIKA RIVER O"
"5469",1978,12,"TSITIKA RIVER",800,1739.13043478261,1090.90909090909,0.54,0.310154928303839,"E","162","TSITIKA RIVER E"
"5470",1979,12,"TSITIKA RIVER",100,232.558139534884,NA,0.57,NA,"O","161","TSITIKA RIVER O"
"5471",1980,12,"TSITIKA RIVER",600,1090.90909090909,NA,0.45,NA,"E","162","TSITIKA RIVER E"
"5472",1981,12,"TSITIKA RIVER",NA,NA,140.350877192982,0.42,NA,"O","161","TSITIKA RIVER O"
"5473",1982,12,"TSITIKA RIVER",NA,NA,NA,0.25,NA,"E","162","TSITIKA RIVER E"
"5474",1983,12,"TSITIKA RIVER",80,140.350877192982,50,0.43,-0.470003629245736,"O","161","TSITIKA RIVER O"
"5475",1984,12,"TSITIKA RIVER",NA,NA,2027.02702702703,0.38,NA,"E","162","TSITIKA RIVER E"
"5476",1985,12,"TSITIKA RIVER",25,50,NA,0.5,NA,"O","161","TSITIKA RIVER O"
"5477",1986,12,"TSITIKA RIVER",1500,2027.02702702703,NA,0.26,NA,"E","162","TSITIKA RIVER E"
"5478",1987,12,"TSITIKA RIVER",NA,NA,NA,0.44,NA,"O","161","TSITIKA RIVER O"
"5479",1988,12,"TSITIKA RIVER",NA,NA,16853.9325842697,0.26,NA,"E","162","TSITIKA RIVER E"
"5480",1989,12,"TSITIKA RIVER",NA,NA,NA,0.68,NA,"O","161","TSITIKA RIVER O"
"5481",1990,12,"TSITIKA RIVER",15000,16853.9325842697,4109.58904109589,0.11,-1.2947271675944,"E","162","TSITIKA RIVER E"
"5482",1991,12,"TSITIKA RIVER",NA,NA,NA,0.48,NA,"O","161","TSITIKA RIVER O"
"5483",1992,12,"TSITIKA RIVER",3000,4109.58904109589,NA,0.27,NA,"E","162","TSITIKA RIVER E"
"5484",1993,12,"TSITIKA RIVER",NA,NA,NA,0.46,NA,"O","161","TSITIKA RIVER O"
"5485",1994,12,"TSITIKA RIVER",NA,NA,NA,0.14,NA,"E","162","TSITIKA RIVER E"
"5486",1995,12,"TSITIKA RIVER",NA,NA,NA,0.46,NA,"O","161","TSITIKA RIVER O"
"5487",1996,12,"TSITIKA RIVER",NA,NA,6.31578947368421,0.03,NA,"E","162","TSITIKA RIVER E"
"5488",1997,12,"TSITIKA RIVER",NA,NA,NA,0.35,NA,"O","161","TSITIKA RIVER O"
"5489",1998,12,"TSITIKA RIVER",6,6.31578947368421,NA,0.05,NA,"E","162","TSITIKA RIVER E"
"5490",1999,12,"TSITIKA RIVER",NA,NA,NA,0.01,NA,"O","161","TSITIKA RIVER O"
"5491",2000,12,"TSITIKA RIVER",NA,NA,NA,0.09,NA,"E","162","TSITIKA RIVER E"
"5492",2001,12,"TSITIKA RIVER",NA,NA,NA,0.07,NA,"O","161","TSITIKA RIVER O"
"5493",2002,12,"TSITIKA RIVER",NA,NA,NA,0.12,NA,"E","162","TSITIKA RIVER E"
"5494",2003,12,"TSITIKA RIVER",NA,NA,NA,0.21,NA,"O","161","TSITIKA RIVER O"
"5495",2004,12,"TSITIKA RIVER",NA,NA,NA,0.06,NA,"E","162","TSITIKA RIVER E"
"5496",2005,12,"TSITIKA RIVER",NA,NA,NA,0.05,NA,"O","161","TSITIKA RIVER O"
"5497",2006,12,"TSITIKA RIVER",NA,NA,NA,0.08,NA,"E","162","TSITIKA RIVER E"
"5498",2007,12,"TSITIKA RIVER",NA,NA,NA,0.02,NA,"O","161","TSITIKA RIVER O"
"5499",2008,12,"TSITIKA RIVER",NA,NA,NA,0.03,NA,"E","162","TSITIKA RIVER E"
"5500",2009,12,"TSITIKA RIVER",NA,NA,NA,0.06,NA,"O","161","TSITIKA RIVER O"
"5501",2010,12,"TSITIKA RIVER",NA,NA,NA,0.11,NA,"E","162","TSITIKA RIVER E"
"5502",2011,12,"TSITIKA RIVER",NA,NA,NA,0.32,NA,"O","161","TSITIKA RIVER O"
"5503",2012,12,"TSITIKA RIVER",NA,NA,NA,0.01,NA,"E","162","TSITIKA RIVER E"
"5504",2013,12,"TSITIKA RIVER",NA,NA,NA,0.07,NA,"O","161","TSITIKA RIVER O"
"5505",2014,12,"TSITIKA RIVER",NA,NA,NA,0.09,NA,"E","162","TSITIKA RIVER E"
"5506",2015,12,"TSITIKA RIVER",NA,NA,NA,0.01,NA,"O","161","TSITIKA RIVER O"
"5507",2016,12,"TSITIKA RIVER",NA,NA,NA,0.01,NA,"E","162","TSITIKA RIVER E"
"5508",2017,12,"TSITIKA RIVER",NA,NA,NA,NA,NA,"O","161","TSITIKA RIVER O"
"5509",1950,12,"TSULQUATE RIVER",NA,NA,NA,NA,NA,"E","164","TSULQUATE RIVER E"
"5510",1951,12,"TSULQUATE RIVER",NA,NA,NA,NA,NA,"O","163","TSULQUATE RIVER O"
"5511",1952,12,"TSULQUATE RIVER",NA,NA,4861.11111111111,NA,NA,"E","164","TSULQUATE RIVER E"
"5512",1953,12,"TSULQUATE RIVER",3500,NA,NA,NA,NA,"O","163","TSULQUATE RIVER O"
"5513",1954,12,"TSULQUATE RIVER",3500,4861.11111111111,3333.33333333333,0.28,-0.0487901641694319,"E","164","TSULQUATE RIVER E"
"5514",1955,12,"TSULQUATE RIVER",75,NA,NA,NA,NA,"O","163","TSULQUATE RIVER O"
"5515",1956,12,"TSULQUATE RIVER",1500,3333.33333333333,19736.8421052632,0.55,2.57702193869581,"E","164","TSULQUATE RIVER E"
"5516",1957,12,"TSULQUATE RIVER",3500,NA,1785.71428571429,NA,-0.672944473242426,"O","163","TSULQUATE RIVER O"
"5517",1958,12,"TSULQUATE RIVER",7500,19736.8421052632,975.609756097561,0.62,-2.03959563313264,"E","164","TSULQUATE RIVER E"
"5518",1959,12,"TSULQUATE RIVER",750,1785.71428571429,1875,0.58,0.916290731874155,"O","163","TSULQUATE RIVER O"
"5519",1960,12,"TSULQUATE RIVER",400,975.609756097561,816.326530612245,0.59,0.713349887877465,"E","164","TSULQUATE RIVER E"
"5520",1961,12,"TSULQUATE RIVER",750,1875,408.163265306122,0.6,-0.608405952104855,"O","163","TSULQUATE RIVER O"
"5521",1962,12,"TSULQUATE RIVER",400,816.326530612245,8139.53488372093,0.51,3.01302377066405,"E","164","TSULQUATE RIVER E"
"5522",1963,12,"TSULQUATE RIVER",200,408.163265306122,120.967741935484,0.51,-0.502793452068726,"O","163","TSULQUATE RIVER O"
"5523",1964,12,"TSULQUATE RIVER",3500,8139.53488372093,53571.4285714286,0.57,2.72825290841973,"E","164","TSULQUATE RIVER E"
"5524",1965,12,"TSULQUATE RIVER",75,120.967741935484,NA,0.38,NA,"O","163","TSULQUATE RIVER O"
"5525",1966,12,"TSULQUATE RIVER",15000,53571.4285714286,51724.1379310345,0.72,1.23787435600162,"E","164","TSULQUATE RIVER E"
"5526",1967,12,"TSULQUATE RIVER",NA,NA,298.507462686567,0.66,NA,"O","163","TSULQUATE RIVER O"
"5527",1968,12,"TSULQUATE RIVER",15000,51724.1379310345,106060.606060606,0.71,1.95596048490881,"E","164","TSULQUATE RIVER E"
"5528",1969,12,"TSULQUATE RIVER",200,298.507462686567,655.737704918033,0.33,1.18744350237473,"O","163","TSULQUATE RIVER O"
"5529",1970,12,"TSULQUATE RIVER",35000,106060.606060606,9183.67346938776,0.67,-1.33792077683567,"E","164","TSULQUATE RIVER E"
"5530",1971,12,"TSULQUATE RIVER",400,655.737704918033,12727.2727272727,0.39,3.46003788168509,"O","163","TSULQUATE RIVER O"
"5531",1972,12,"TSULQUATE RIVER",4500,9183.67346938776,25581.3953488372,0.51,1.73778794631663,"E","164","TSULQUATE RIVER E"
"5532",1973,12,"TSULQUATE RIVER",7000,12727.2727272727,3285.71428571429,0.45,-0.756326082181477,"O","163","TSULQUATE RIVER O"
"5533",1974,12,"TSULQUATE RIVER",11000,25581.3953488372,119354.838709677,0.57,2.3842056213488,"E","164","TSULQUATE RIVER E"
"5534",1975,12,"TSULQUATE RIVER",2300,3285.71428571429,73.1707317073171,0.3,-3.4478689009713,"O","163","TSULQUATE RIVER O"
"5535",1976,12,"TSULQUATE RIVER",37000,119354.838709677,60869.5652173913,0.69,0.497815387029976,"E","164","TSULQUATE RIVER E"
"5536",1977,12,"TSULQUATE RIVER",30,73.1707317073171,37.2093023255814,0.59,0.215361410872155,"O","163","TSULQUATE RIVER O"
"5537",1978,12,"TSULQUATE RIVER",28000,60869.5652173913,8181.81818181818,0.54,-1.23029011264331,"E","164","TSULQUATE RIVER E"
