"","Yr","Area","River","Spawners","Returns","Recruits","Expl","Survival"
"4790",1979,12,"SHOAL HARBOUR CREEK",200,714,200,NA,0
"4791",1980,12,"SHOAL HARBOUR CREEK",200,1000,238,NA,0.173953307123438
"4792",1981,12,"SHOAL HARBOUR CREEK",100,370,323,NA,1.17248213723457
"4793",1982,12,"SHOAL HARBOUR CREEK",50,200,NA,NA,NA
"4794",1983,12,"SHOAL HARBOUR CREEK",50,238,241,0.866057834110302,1.57277392806251
"4795",1984,12,"SHOAL HARBOUR CREEK",100,323,NA,0.775693911882616,NA
"4796",1985,12,"SHOAL HARBOUR CREEK",NA,NA,NA,0.804617873469269,NA
"4797",1986,12,"SHOAL HARBOUR CREEK",70,241,NA,0.736636297568,NA
"4798",1987,12,"SHOAL HARBOUR CREEK",NA,NA,NA,0.620278215303934,NA
"4799",1988,12,"SHOAL HARBOUR CREEK",NA,NA,NA,0.662968422357177,NA
"4800",1989,12,"SHOAL HARBOUR CREEK",NA,NA,NA,0.758563000132309,NA
"4801",1990,12,"SHOAL HARBOUR CREEK",NA,NA,NA,0.551771761004763,NA
"4802",1991,12,"SHOAL HARBOUR CREEK",NA,NA,NA,0.610236891943533,NA
"4803",1992,12,"SHOAL HARBOUR CREEK",6,NA,71,0.846200576578609,2.47092040781326
"4804",1993,12,"SHOAL HARBOUR CREEK",NA,NA,NA,0.870616228783584,NA
"4805",1994,12,"SHOAL HARBOUR CREEK",23,NA,2,0.688336172661556,-2.4423470353692
"4806",1995,12,"SHOAL HARBOUR CREEK",30,71,NA,0.41545900740463,NA
"4807",1996,12,"SHOAL HARBOUR CREEK",2,NA,NA,0.154973827940401,NA
"4808",1997,12,"SHOAL HARBOUR CREEK",1,2,104.228975157455,0.272777956656083,4.64659016319263
"4809",1998,12,"SHOAL HARBOUR CREEK",NA,NA,62.5346894516831,0.000583078137170725,NA
"4810",1999,12,"SHOAL HARBOUR CREEK",NA,NA,NA,0.00581807086852831,NA
"4811",2000,12,"SHOAL HARBOUR CREEK",100,104.228975157455,20.8435245300999,0.000108918915671366,-1.56812686007733
"4812",2001,12,"SHOAL HARBOUR CREEK",60,62.5346894516831,59.4088719536514,6.58172515066211e-05,-0.00990098751743892
"4813",2002,12,"SHOAL HARBOUR CREEK",NA,NA,NA,0.000110894640181671,NA
"4814",2003,12,"SHOAL HARBOUR CREEK",20,20.8435245300999,30.2247921558272,0,0.412930246358366
"4815",2004,12,"SHOAL HARBOUR CREEK",57,59.4088719536514,NA,8.1251212286391e-05,NA
"4816",2005,12,"SHOAL HARBOUR CREEK",NA,NA,NA,0.00158566847902736,NA
"4817",2006,12,"SHOAL HARBOUR CREEK",29,30.2247921558272,31.2669104475144,5.56360213756606e-05,0.0752645341560176
"4818",2007,12,"SHOAL HARBOUR CREEK",NA,NA,79.9150984828536,0,NA
"4819",2008,12,"SHOAL HARBOUR CREEK",NA,NA,74.0091691382141,2.769197939731e-05,NA
"4820",2009,12,"SHOAL HARBOUR CREEK",30,31.2669104475144,59.4086123377218,5.19287752240718e-05,0.683241823047112
"4821",2010,12,"SHOAL HARBOUR CREEK",76,79.9150984828536,46.6226149699759,0.00888074071042353,-0.488647617089696
"4822",2011,12,"SHOAL HARBOUR CREEK",70,74.0091691382141,105.428907509619,0.0142797614832157,0.409541621251338
"4823",2012,12,"SHOAL HARBOUR CREEK",57,59.4086123377218,NA,7.68815624118097e-05,NA
"4824",2013,12,"SHOAL HARBOUR CREEK",44,46.6226149699759,26.1073502189404,0.0164482623776054,-0.521972741652479
"4825",2014,12,"SHOAL HARBOUR CREEK",100,105.428907509619,NA,0.0114891151557245,NA
"4826",2015,12,"SHOAL HARBOUR CREEK",NA,NA,NA,0.0135595098287899,NA
"4827",2016,12,"SHOAL HARBOUR CREEK",25,26.1073502189404,NA,0.00202795595384339,NA
"4828",2017,12,"SHOAL HARBOUR CREEK",NA,NA,NA,0.00376400621171083,NA
"4829",1950,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4830",1951,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4831",1952,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4832",1953,12,"SHUSHARTIE RIVER",25,NA,NA,NA,NA
"4833",1954,12,"SHUSHARTIE RIVER",1500,NA,NA,NA,NA
"4834",1955,12,"SHUSHARTIE RIVER",7500,NA,NA,NA,NA
"4835",1956,12,"SHUSHARTIE RIVER",750,NA,NA,NA,NA
"4836",1957,12,"SHUSHARTIE RIVER",1500,NA,NA,NA,NA
"4837",1958,12,"SHUSHARTIE RIVER",3500,NA,NA,NA,NA
"4838",1959,12,"SHUSHARTIE RIVER",750,NA,NA,NA,NA
"4839",1960,12,"SHUSHARTIE RIVER",400,NA,NA,NA,NA
"4840",1961,12,"SHUSHARTIE RIVER",750,NA,NA,NA,NA
"4841",1962,12,"SHUSHARTIE RIVER",400,NA,NA,NA,NA
"4842",1963,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4843",1964,12,"SHUSHARTIE RIVER",3500,NA,NA,NA,NA
"4844",1965,12,"SHUSHARTIE RIVER",3500,NA,NA,NA,NA
"4845",1966,12,"SHUSHARTIE RIVER",750,NA,NA,NA,NA
"4846",1967,12,"SHUSHARTIE RIVER",200,NA,NA,NA,NA
"4847",1968,12,"SHUSHARTIE RIVER",200,NA,NA,NA,NA
"4848",1969,12,"SHUSHARTIE RIVER",25,NA,NA,NA,NA
"4849",1970,12,"SHUSHARTIE RIVER",400,NA,NA,NA,NA
"4850",1971,12,"SHUSHARTIE RIVER",200,NA,NA,NA,NA
"4851",1972,12,"SHUSHARTIE RIVER",20,NA,NA,NA,NA
"4852",1973,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4853",1974,12,"SHUSHARTIE RIVER",80,NA,NA,NA,NA
"4854",1975,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4855",1976,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4856",1977,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4857",1978,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4858",1979,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4859",1980,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4860",1981,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4861",1982,12,"SHUSHARTIE RIVER",NA,NA,NA,NA,NA
"4862",1983,12,"SHUSHARTIE RIVER",NA,NA,NA,0.866057834110302,NA
"4863",1984,12,"SHUSHARTIE RIVER",NA,NA,NA,0.775693911882616,NA
"4864",1985,12,"SHUSHARTIE RIVER",100,NA,NA,0.804617873469269,NA
"4865",1986,12,"SHUSHARTIE RIVER",NA,NA,NA,0.736636297568,NA
"4866",1987,12,"SHUSHARTIE RIVER",NA,NA,NA,0.620278215303934,NA
"4867",1988,12,"SHUSHARTIE RIVER",NA,NA,NA,0.662968422357177,NA
"4868",1989,12,"SHUSHARTIE RIVER",100,NA,NA,0.758563000132309,NA
"4869",1990,12,"SHUSHARTIE RIVER",NA,NA,NA,0.551771761004763,NA
"4870",1991,12,"SHUSHARTIE RIVER",2,NA,NA,0.610236891943533,NA
"4871",1992,12,"SHUSHARTIE RIVER",8,NA,NA,0.846200576578609,NA
"4872",1993,12,"SHUSHARTIE RIVER",NA,NA,NA,0.870616228783584,NA
"4873",1994,12,"SHUSHARTIE RIVER",NA,NA,NA,0.688336172661556,NA
"4874",1995,12,"SHUSHARTIE RIVER",10,NA,NA,0.41545900740463,NA
"4875",1996,12,"SHUSHARTIE RIVER",NA,NA,NA,0.154973827940401,NA
"4876",1997,12,"SHUSHARTIE RIVER",25,NA,NA,0.272777956656083,NA
"4877",1998,12,"SHUSHARTIE RIVER",855,NA,NA,0.000583078137170725,NA
"4878",1999,12,"SHUSHARTIE RIVER",NA,NA,NA,0.00581807086852831,NA
"4879",2000,12,"SHUSHARTIE RIVER",NA,NA,NA,0.000108918915671366,NA
"4880",2001,12,"SHUSHARTIE RIVER",NA,NA,NA,6.58172515066211e-05,NA
"4881",2002,12,"SHUSHARTIE RIVER",NA,NA,NA,0.000110894640181671,NA
"4882",2003,12,"SHUSHARTIE RIVER",NA,NA,NA,0,NA
"4883",2004,12,"SHUSHARTIE RIVER",NA,NA,NA,8.1251212286391e-05,NA
"4884",2005,12,"SHUSHARTIE RIVER",NA,NA,NA,0.00158566847902736,NA
"4885",2006,12,"SHUSHARTIE RIVER",NA,NA,NA,5.56360213756606e-05,NA
"4886",2007,12,"SHUSHARTIE RIVER",NA,NA,NA,0,NA
"4887",2008,12,"SHUSHARTIE RIVER",NA,NA,NA,2.769197939731e-05,NA
"4888",2009,12,"SHUSHARTIE RIVER",NA,NA,NA,5.19287752240718e-05,NA
"4889",2010,12,"SHUSHARTIE RIVER",NA,NA,NA,0.00888074071042353,NA
"4890",2011,12,"SHUSHARTIE RIVER",NA,NA,NA,0.0142797614832157,NA
"4891",2012,12,"SHUSHARTIE RIVER",NA,NA,NA,7.68815624118097e-05,NA
"4892",2013,12,"SHUSHARTIE RIVER",NA,NA,NA,0.0164482623776054,NA
"4893",2014,12,"SHUSHARTIE RIVER",NA,NA,NA,0.0114891151557245,NA
"4894",2015,12,"SHUSHARTIE RIVER",NA,NA,NA,0.0135595098287899,NA
"4895",2016,12,"SHUSHARTIE RIVER",NA,NA,NA,0.00202795595384339,NA
"4896",2017,12,"SHUSHARTIE RIVER",NA,NA,NA,0.00376400621171083,NA
"4897",1950,12,"SIM RIVER",NA,NA,NA,NA,NA
"4898",1951,12,"SIM RIVER",NA,NA,NA,NA,NA
"4899",1952,12,"SIM RIVER",NA,NA,NA,NA,NA
"4900",1953,12,"SIM RIVER",3500,NA,NA,NA,NA
"4901",1954,12,"SIM RIVER",400,NA,NA,NA,NA
"4902",1955,12,"SIM RIVER",3500,NA,NA,NA,NA
"4903",1956,12,"SIM RIVER",3500,NA,NA,NA,NA
"4904",1957,12,"SIM RIVER",750,NA,NA,NA,NA
"4905",1958,12,"SIM RIVER",1500,NA,NA,NA,NA
"4906",1959,12,"SIM RIVER",1500,NA,NA,NA,NA
"4907",1960,12,"SIM RIVER",400,NA,NA,NA,NA
"4908",1961,12,"SIM RIVER",400,NA,NA,NA,NA
"4909",1962,12,"SIM RIVER",200,NA,NA,NA,NA
"4910",1963,12,"SIM RIVER",400,NA,NA,NA,NA
"4911",1964,12,"SIM RIVER",400,NA,NA,NA,NA
"4912",1965,12,"SIM RIVER",25,NA,NA,NA,NA
"4913",1966,12,"SIM RIVER",NA,NA,NA,NA,NA
"4914",1967,12,"SIM RIVER",NA,NA,NA,NA,NA
"4915",1968,12,"SIM RIVER",NA,NA,NA,NA,NA
"4916",1969,12,"SIM RIVER",25,NA,NA,NA,NA
"4917",1970,12,"SIM RIVER",NA,NA,NA,NA,NA
"4918",1971,12,"SIM RIVER",NA,NA,NA,NA,NA
"4919",1972,12,"SIM RIVER",25,NA,NA,NA,NA
"4920",1973,12,"SIM RIVER",25,NA,NA,NA,NA
"4921",1974,12,"SIM RIVER",80,NA,NA,NA,NA
"4922",1975,12,"SIM RIVER",NA,NA,NA,NA,NA
"4923",1976,12,"SIM RIVER",NA,NA,NA,NA,NA
"4924",1977,12,"SIM RIVER",NA,NA,NA,NA,NA
"4925",1978,12,"SIM RIVER",NA,NA,NA,NA,NA
"4926",1979,12,"SIM RIVER",NA,NA,NA,NA,NA
"4927",1980,12,"SIM RIVER",NA,NA,NA,NA,NA
"4928",1981,12,"SIM RIVER",NA,NA,NA,NA,NA
"4929",1982,12,"SIM RIVER",NA,NA,NA,NA,NA
"4930",1983,12,"SIM RIVER",NA,NA,NA,0.866057834110302,NA
"4931",1984,12,"SIM RIVER",NA,NA,NA,0.775693911882616,NA
"4932",1985,12,"SIM RIVER",NA,NA,NA,0.804617873469269,NA
"4933",1986,12,"SIM RIVER",NA,NA,NA,0.736636297568,NA
"4934",1987,12,"SIM RIVER",NA,NA,NA,0.620278215303934,NA
"4935",1988,12,"SIM RIVER",NA,NA,NA,0.662968422357177,NA
"4936",1989,12,"SIM RIVER",NA,NA,NA,0.758563000132309,NA
"4937",1990,12,"SIM RIVER",NA,NA,NA,0.551771761004763,NA
"4938",1991,12,"SIM RIVER",NA,NA,NA,0.610236891943533,NA
"4939",1992,12,"SIM RIVER",NA,NA,NA,0.846200576578609,NA
"4940",1993,12,"SIM RIVER",NA,NA,NA,0.870616228783584,NA
"4941",1994,12,"SIM RIVER",NA,NA,NA,0.688336172661556,NA
"4942",1995,12,"SIM RIVER",NA,NA,NA,0.41545900740463,NA
"4943",1996,12,"SIM RIVER",NA,NA,NA,0.154973827940401,NA
"4944",1997,12,"SIM RIVER",NA,NA,NA,0.272777956656083,NA
"4945",1998,12,"SIM RIVER",NA,NA,NA,0.000583078137170725,NA
"4946",1999,12,"SIM RIVER",NA,NA,NA,0.00581807086852831,NA
"4947",2000,12,"SIM RIVER",NA,NA,NA,0.000108918915671366,NA
"4948",2001,12,"SIM RIVER",NA,NA,NA,6.58172515066211e-05,NA
"4949",2002,12,"SIM RIVER",NA,NA,NA,0.000110894640181671,NA
"4950",2003,12,"SIM RIVER",NA,NA,NA,0,NA
"4951",2004,12,"SIM RIVER",NA,NA,NA,8.1251212286391e-05,NA
"4952",2005,12,"SIM RIVER",NA,NA,NA,0.00158566847902736,NA
"4953",2006,12,"SIM RIVER",NA,NA,NA,5.56360213756606e-05,NA
"4954",2007,12,"SIM RIVER",NA,NA,NA,0,NA
"4955",2008,12,"SIM RIVER",NA,NA,NA,2.769197939731e-05,NA
"4956",2009,12,"SIM RIVER",NA,NA,NA,5.19287752240718e-05,NA
"4957",2010,12,"SIM RIVER",NA,NA,NA,0.00888074071042353,NA
"4958",2011,12,"SIM RIVER",NA,NA,NA,0.0142797614832157,NA
"4959",2012,12,"SIM RIVER",NA,NA,NA,7.68815624118097e-05,NA
"4960",2013,12,"SIM RIVER",NA,NA,NA,0.0164482623776054,NA
"4961",2014,12,"SIM RIVER",NA,NA,NA,0.0114891151557245,NA
"4962",2015,12,"SIM RIVER",NA,NA,NA,0.0135595098287899,NA
"4963",2016,12,"SIM RIVER",NA,NA,NA,0.00202795595384339,NA
"4964",2017,12,"SIM RIVER",NA,NA,NA,0.00376400621171083,NA
"4965",1950,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4966",1951,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4967",1952,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4968",1953,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4969",1954,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4970",1955,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4971",1956,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4972",1957,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4973",1958,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4974",1959,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4975",1960,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4976",1961,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4977",1962,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4978",1963,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4979",1964,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4980",1965,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4981",1966,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4982",1967,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4983",1968,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4984",1969,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4985",1970,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4986",1971,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4987",1972,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4988",1973,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4989",1974,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4990",1975,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4991",1976,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4992",1977,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4993",1978,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4994",1979,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4995",1980,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4996",1981,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4997",1982,12,"SIMOOM SOUND CREEK",NA,NA,NA,NA,NA
"4998",1983,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.866057834110302,NA
"4999",1984,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.775693911882616,NA
"5000",1985,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.804617873469269,NA
"5001",1986,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.736636297568,NA
"5002",1987,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.620278215303934,NA
"5003",1988,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.662968422357177,NA
"5004",1989,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.758563000132309,NA
"5005",1990,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.551771761004763,NA
"5006",1991,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.610236891943533,NA
"5007",1992,12,"SIMOOM SOUND CREEK",2,NA,NA,0.846200576578609,NA
"5008",1993,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.870616228783584,NA
"5009",1994,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.688336172661556,NA
"5010",1995,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.41545900740463,NA
"5011",1996,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.154973827940401,NA
"5012",1997,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.272777956656083,NA
"5013",1998,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.000583078137170725,NA
"5014",1999,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.00581807086852831,NA
"5015",2000,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.000108918915671366,NA
"5016",2001,12,"SIMOOM SOUND CREEK",NA,NA,NA,6.58172515066211e-05,NA
"5017",2002,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.000110894640181671,NA
"5018",2003,12,"SIMOOM SOUND CREEK",NA,NA,NA,0,NA
"5019",2004,12,"SIMOOM SOUND CREEK",NA,NA,NA,8.1251212286391e-05,NA
"5020",2005,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.00158566847902736,NA
"5021",2006,12,"SIMOOM SOUND CREEK",NA,NA,NA,5.56360213756606e-05,NA
"5022",2007,12,"SIMOOM SOUND CREEK",NA,NA,NA,0,NA
"5023",2008,12,"SIMOOM SOUND CREEK",NA,NA,NA,2.769197939731e-05,NA
"5024",2009,12,"SIMOOM SOUND CREEK",NA,NA,NA,5.19287752240718e-05,NA
"5025",2010,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.00888074071042353,NA
"5026",2011,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.0142797614832157,NA
"5027",2012,12,"SIMOOM SOUND CREEK",NA,NA,NA,7.68815624118097e-05,NA
"5028",2013,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.0164482623776054,NA
"5029",2014,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.0114891151557245,NA
"5030",2015,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.0135595098287899,NA
"5031",2016,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.00202795595384339,NA
"5032",2017,12,"SIMOOM SOUND CREEK",NA,NA,NA,0.00376400621171083,NA
"5033",1950,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5034",1951,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5035",1952,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5036",1953,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5037",1954,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5038",1955,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5039",1956,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5040",1957,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5041",1958,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5042",1959,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5043",1960,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5044",1961,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5045",1962,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5046",1963,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5047",1964,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5048",1965,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5049",1966,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5050",1967,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5051",1968,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5052",1969,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5053",1970,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5054",1971,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5055",1972,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5056",1973,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5057",1974,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5058",1975,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5059",1976,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5060",1977,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5061",1978,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5062",1979,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5063",1980,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5064",1981,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5065",1982,12,"SKEENE RIVER",NA,NA,NA,NA,NA
"5066",1983,12,"SKEENE RIVER",NA,NA,NA,0.866057834110302,NA
"5067",1984,12,"SKEENE RIVER",NA,NA,NA,0.775693911882616,NA
"5068",1985,12,"SKEENE RIVER",NA,NA,NA,0.804617873469269,NA
"5069",1986,12,"SKEENE RIVER",NA,NA,NA,0.736636297568,NA
"5070",1987,12,"SKEENE RIVER",NA,NA,NA,0.620278215303934,NA
"5071",1988,12,"SKEENE RIVER",NA,NA,NA,0.662968422357177,NA
"5072",1989,12,"SKEENE RIVER",NA,NA,NA,0.758563000132309,NA
"5073",1990,12,"SKEENE RIVER",NA,NA,NA,0.551771761004763,NA
"5074",1991,12,"SKEENE RIVER",NA,NA,NA,0.610236891943533,NA
"5075",1992,12,"SKEENE RIVER",NA,NA,NA,0.846200576578609,NA
"5076",1993,12,"SKEENE RIVER",NA,NA,NA,0.870616228783584,NA
"5077",1994,12,"SKEENE RIVER",NA,NA,NA,0.688336172661556,NA
"5078",1995,12,"SKEENE RIVER",NA,NA,NA,0.41545900740463,NA
"5079",1996,12,"SKEENE RIVER",NA,NA,NA,0.154973827940401,NA
"5080",1997,12,"SKEENE RIVER",NA,NA,NA,0.272777956656083,NA
"5081",1998,12,"SKEENE RIVER",NA,NA,NA,0.000583078137170725,NA
"5082",1999,12,"SKEENE RIVER",NA,NA,NA,0.00581807086852831,NA
"5083",2000,12,"SKEENE RIVER",NA,NA,NA,0.000108918915671366,NA
"5084",2001,12,"SKEENE RIVER",NA,NA,NA,6.58172515066211e-05,NA
"5085",2002,12,"SKEENE RIVER",NA,NA,NA,0.000110894640181671,NA
"5086",2003,12,"SKEENE RIVER",NA,NA,NA,0,NA
"5087",2004,12,"SKEENE RIVER",NA,NA,NA,8.1251212286391e-05,NA
"5088",2005,12,"SKEENE RIVER",NA,NA,NA,0.00158566847902736,NA
"5089",2006,12,"SKEENE RIVER",NA,NA,NA,5.56360213756606e-05,NA
"5090",2007,12,"SKEENE RIVER",NA,NA,NA,0,NA
"5091",2008,12,"SKEENE RIVER",NA,NA,NA,2.769197939731e-05,NA
"5092",2009,12,"SKEENE RIVER",NA,NA,NA,5.19287752240718e-05,NA
"5093",2010,12,"SKEENE RIVER",NA,NA,NA,0.00888074071042353,NA
"5094",2011,12,"SKEENE RIVER",NA,NA,NA,0.0142797614832157,NA
"5095",2012,12,"SKEENE RIVER",NA,NA,NA,7.68815624118097e-05,NA
"5096",2013,12,"SKEENE RIVER",NA,NA,NA,0.0164482623776054,NA
"5097",2014,12,"SKEENE RIVER",NA,NA,NA,0.0114891151557245,NA
"5098",2015,12,"SKEENE RIVER",NA,NA,NA,0.0135595098287899,NA
"5099",2016,12,"SKEENE RIVER",NA,NA,NA,0.00202795595384339,NA
"5100",2017,12,"SKEENE RIVER",NA,NA,NA,0.00376400621171083,NA
"5101",1950,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5102",1951,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5103",1952,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5104",1953,12,"SONGHEES CREEK",200,NA,NA,NA,NA
"5105",1954,12,"SONGHEES CREEK",200,NA,NA,NA,NA
"5106",1955,12,"SONGHEES CREEK",200,NA,NA,NA,NA
"5107",1956,12,"SONGHEES CREEK",400,NA,NA,NA,NA
"5108",1957,12,"SONGHEES CREEK",400,NA,NA,NA,NA
"5109",1958,12,"SONGHEES CREEK",400,NA,NA,NA,NA
"5110",1959,12,"SONGHEES CREEK",75,NA,NA,NA,NA
"5111",1960,12,"SONGHEES CREEK",75,NA,NA,NA,NA
"5112",1961,12,"SONGHEES CREEK",75,NA,NA,NA,NA
"5113",1962,12,"SONGHEES CREEK",200,NA,NA,NA,NA
"5114",1963,12,"SONGHEES CREEK",75,NA,NA,NA,NA
"5115",1964,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5116",1965,12,"SONGHEES CREEK",25,NA,NA,NA,NA
"5117",1966,12,"SONGHEES CREEK",75,NA,NA,NA,NA
"5118",1967,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5119",1968,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5120",1969,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5121",1970,12,"SONGHEES CREEK",200,NA,NA,NA,NA
"5122",1971,12,"SONGHEES CREEK",25,NA,NA,NA,NA
"5123",1972,12,"SONGHEES CREEK",40,NA,NA,NA,NA
"5124",1973,12,"SONGHEES CREEK",50,NA,NA,NA,NA
"5125",1974,12,"SONGHEES CREEK",50,NA,NA,NA,NA
"5126",1975,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5127",1976,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5128",1977,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5129",1978,12,"SONGHEES CREEK",20,NA,NA,NA,NA
"5130",1979,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5131",1980,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5132",1981,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5133",1982,12,"SONGHEES CREEK",NA,NA,NA,NA,NA
"5134",1983,12,"SONGHEES CREEK",NA,NA,NA,0.866057834110302,NA
"5135",1984,12,"SONGHEES CREEK",NA,NA,NA,0.775693911882616,NA
"5136",1985,12,"SONGHEES CREEK",NA,NA,NA,0.804617873469269,NA
